"Case Number","Title","Category","Status","Staff Pick","Published At","Word Count","Citation Count","Tags","Teaser","Verified Sources"
"CB-000055","Beyond Hopes & Dreams: Planning for Wealth Isn't Fantasy. It's The Only Way.","money_and_power","published","Yes","2026-03-24","2129","14","social-security, retirement, investment, wealth-building, generational-wealth, financial-planning, hsa, i-bonds, knowledge-economy","The 2024 Social Security Trustees Report projects Trust Fund depletion by 2035. After that, ongoing payroll taxes cover approximately 83 cents of every promised dollar. The scholars have been publishing this data for two decades. Here is what they say to build while there is still time, including strategies the financial industry profits from you not knowing.","Social Security Administration: Trustees Report 2024 :: Board of Trustees of the Federal Old-Age and Survivors Insurance and Federal Disability Insurance Trust Funds. (2024). The 2024 Annual Report. U.S. Social Security Administration, Washington, D.C.; Internal Revenue Service: Official Tax Publications :: Internal Revenue Service. (2024). Official Tax Publications. U.S. Department of the Treasury.; U.S. Treasury: Savings Instruments Records :: U.S. Department of the Treasury, Bureau of the Fiscal Service. (2024). U.S. Savings Bond and Securities Database. Washington, D.C.; Boston College Center for Retirement Research :: Center for Retirement Research at Boston College. (2024). Research Reports on Retirement Income Security. Boston College, Chestnut Hill, Massachusetts.; Federal Reserve: Survey of Consumer Finances :: Board of Governors of the Federal Reserve System. (2022). Survey of Consumer Finances. Federal Reserve Board, Washington, D.C.; Cerulli Associates: Wealth Management Research :: Cerulli Associates. (2024). U.S. Wealth Management Research and Data. Cerulli Associates, Boston, Massachusetts."
"CB-000061","The Attack on DEI Was a Ruse. We Compared the Qualifications of Obama and Trump Administration Appointees. The ClownBinge Investigation Is Telling.","nerd_out","published","No","2026-03-24","1991","9","DEI, qualifications, Obama, Trump, cabinet appointments, federal appointees, merit, documented record, executive branch","The argument against DEI programs has been consistent: they substitute identity for merit, producing less qualified people. That is a testable claim. We tested it. We pulled the academic credentials and professional records of cabinet-level appointees from two administrations, set them side by side, and let the documented record speak. It does.","Nobel Prize in Physics (1997): Steven Chu :: Nobel Prize Outreach AB. (1997). Steven Chu: Biographical. Official Nobel Prize Archives.; Dr. Ernest Moniz: 13th Secretary of Energy :: U.S. Senate Committee on Energy and Natural Resources. (2013). Nomination of Dr. Ernest Moniz to be Secretary of Energy (S. Hrg. 113-52). U.S. Government Publishing Office.; Rick Perry: Energy Secretary Confirmation :: U.S. Senate Committee on Energy and Natural Resources. (2017). Nomination of the Honorable Rick Perry to be Secretary of Energy (S. Hrg. 115-32). U.S. Government Publishing Office.; Betsy DeVos: Education Secretary Confirmation :: U.S. Senate Committee on Health, Education, Labor, and Pensions. (2017). Nomination of Betsy DeVos to serve as Secretary of Education (S. Hrg. 115-46). U.S. Government Publishing Office.; Linda McMahon: Education Secretary Nomination :: U.S. Senate Committee on Health, Education, Labor, and Pensions. (2025). Nomination of Linda McMahon to be Secretary of Education (S. Hrg. 119-XX). U.S. Government Publishing Office.; Ben Carson: HUD Secretary Confirmation :: U.S. Senate Committee on Banking, Housing, and Urban Affairs. (2017). Nomination of Benjamin S. Carson, Sr., M.D., to be Secretary of Housing and Urban Development (S. Hrg. 115-10). U.S. Government Publishing Office.; Scott Pruitt: EPA Administrator Confirmation :: U.S. Senate Committee on Environment and Public Works. (2017). Nomination of Edward Scott Pruitt to be Administrator of the Environmental Protection Agency (S. Hrg. 115-29). U.S. Government Publishing Office.; Robert F. Kennedy Jr.: HHS Secretary Nomination :: U.S. Senate Committee on Finance. (2025). Hearing on the Nomination of Robert F. Kennedy Jr. to be Secretary of Health and Human Services. 119th Congress, 1st Session.; Matt Gaetz: Attorney General Nomination Withdrawal :: U.S. Senate Judiciary Committee. (2024, November 21). Executive Communication regarding the withdrawal of the nomination of Matthew L. Gaetz II. Congressional Record, Vol. 170."
"CB-000062","It's Time to End the Egregious and Barbaric Practice of State-Sanctioned Revenge: Why Executions Must Stop.","law_and_justice","published","No","2026-03-25","1976","15","death penalty, criminal justice, racial bias, wrongful execution, innocence, law and justice, state violence, racial disparity, constitutional law, capital punishment","190 people have been exonerated from death row since 1973. A peer-reviewed study estimates at least 4.1% of those executed are innocent. The racial bias is documented in Supreme Court records. The botched execution rate is one in thirty-three. The case against capital punishment is not philosophical. It is empirical, and it is overwhelming.","Death Penalty Information Center (2024) :: Death Penalty Information Center. (2024). Death Penalty Database and Statistical Research. DPIC, Washington, D.C.; Gross et al. (2014): Proceedings of the National Academy of Sciences :: Gross, S.R., et al. (2014). Rate of false conviction of criminal defendants who are sentenced to death. Proceedings of the National Academy of Sciences, 111(20), 7230-7235.; Sarat et al. (2014): Gruesome Spectacles :: Sarat, A., et al. (2014). Gruesome Spectacles: Botched Executions and the American Death Penalty. Stanford University Press, Stanford, California.; Zimmers et al. (2007): PLoS Medicine :: Zimmers, T.A., et al. (2007). Lethal Injection for Execution: Chemical Asphyxiation? PLoS Medicine, 4(4).; Baldus et al. (1990): Equal Justice and the Death Penalty :: Baldus, D.C., Pulaski, C., and Woodworth, G. (1990). Equal Justice and the Death Penalty: A Legal and Empirical Analysis. Northeastern University Press.; McCleskey v. Kemp (1987) :: U.S. Supreme Court. (1987). McCleskey v. Kemp, 481 U.S. 279.; National Research Council: Deterrence and the Death Penalty (2012) :: National Research Council. (2012). Deterrence and the Death Penalty. National Academies Press, Washington, D.C.; Donohue and Wolfers (2005): Stanford Law Review :: Donohue, J.J., and Wolfers, J. (2005). Uses and Abuses of Empirical Evidence in the Death Penalty Debate. Stanford Law Review, 58(3).; NAACP Legal Defense Fund: Death Row USA (2024) :: NAACP Legal Defense and Educational Fund. (2024). Death Row USA. NAACP LDF, New York.; FBI Uniform Crime Reports :: Federal Bureau of Investigation. (2023). Crime in the United States: Uniform Crime Report. U.S. Department of Justice.; Bureau of Justice Statistics: Capital Punishment Data :: Bureau of Justice Statistics. (2024). Capital Punishment Statistical Tables. U.S. Department of Justice.; Atkins v. Virginia (2002) :: U.S. Supreme Court. (2002). Atkins v. Virginia, 536 U.S. 304.; Roper v. Simmons (2005) :: U.S. Supreme Court. (2005). Roper v. Simmons, 543 U.S. 551.; Foster v. Chatman (2016) :: U.S. Supreme Court. (2016). Foster v. Chatman, 578 U.S. 488.; UN General Assembly Resolution 62/149 (2007) :: United Nations General Assembly. (2007). Resolution 62/149: Moratorium on the use of the death penalty. A/RES/62/149.; Amnesty International: Global Report on Death Sentences and Executions (2023) :: Amnesty International. (2023). Global Report on Death Sentences and Executions 2023. Amnesty International, London."
"CB-000063","Black Seed Oil: Social Media Found It Last Week. The Global South Has Known for 1,400 Years. Now Science Has Receipts.","health_and_healing","published","No","2026-03-25","2051","0","black seed oil, nigella sativa, thymoquinone, global south, traditional medicine, anti-inflammatory, health and healing, MENA, Islam, clinical research, botanical medicine, diabetes, asthma, immunology, cancer research","Over 800 peer-reviewed studies on PubMed. A hadith in Sahih al-Bukhari documented 1,400 years ago. Ibn Sina described the clinical protocol in 1025 CE. Thymoquinone, the active compound in Nigella sativa, inhibits the same inflammatory pathway targeted by pharmaceutical anti-inflammatory drugs. The Global South did not need a clinical trial to know it worked. But the clinical trials ran anyway. Here is what they found.","Sahih al-Bukhari: Hadith 5688 :: Al-Bukhari, M. (ca. 846 CE). Sahih al-Bukhari, Hadith No. 5688.; Salem (2005): International Immunopharmacology :: Salem, M.L. (2005). Immunomodulatory and therapeutic properties of the Nigella sativa L. seed. International Immunopharmacology, 5(13-14), 1749-1770. PMID: 16054083.; Tavakkoli et al. (2017): Journal of Pharmacopuncture :: Tavakkoli, A., et al. (2017). Review of the Pharmacological and Toxicological Effects of Nigella sativa. Journal of Pharmacopuncture, 20(3), 179-193. PMC: 5633670.; Yimer et al. (2019): Evidence-Based Complementary Medicine :: Yimer, E.M., et al. (2019). Nigella sativa L. (Black Cumin): A Promising Natural Remedy for Wide Range of Illnesses. Evidence-Based Complementary and Alternative Medicine. PMC: 6535880.; Bamosa et al. (2010): Indian Journal of Physiology and Pharmacology :: Bamosa, A.O., et al. (2010). Effect of Nigella sativa Seeds on the Glycemic Control of Patients with Type 2 Diabetes Mellitus. Indian Journal of Physiology and Pharmacology, 54(4), 344-354. PMID: 21591385.; Butt & Sultan (2010): Critical Reviews in Food Science and Nutrition :: Butt, M.S., & Sultan, M.T. (2010). Nigella sativa: Reduces the Risk of Various Maladies. Critical Reviews in Food Science and Nutrition, 50(7), 654-665. PMID: 20301012.; Boskabady et al. (2011): Phytomedicine :: Boskabady, M.H., et al. (2011). Pharmacological Effects of Nigella sativa. Phytomedicine, 18(10), 811-822. PMID: 21695380.; Al-Ghamdi (2001): Journal of Ethnopharmacology :: Al-Ghamdi, M.S. (2001). The Anti-Inflammatory, Analgesic and Antipyretic Activity of Nigella sativa. Journal of Ethnopharmacology, 76(1), 45-48. PMID: 11448587.; Randhawa & Alghamdi (2011): American Journal of Chinese Medicine :: Randhawa, M.A., & Alghamdi, M.S. (2011). Anticancer Activity of Nigella sativa (Black Seed). American Journal of Chinese Medicine, 39(6), 1075-1091. PMID: 21476216.; Khaled et al. (2009): Peer-Reviewed Study :: Khaled, A.S., et al. (2009). [Nigella sativa pharmacological properties]. National Library of Medicine Archive. PMID: 19941278.; Woo et al. (2012): Anticancer Research :: Woo, C.C., et al. (2012). [Anticancer properties of Nigella sativa]. National Library of Medicine Archive. PMID: 28266134.; MRSA Clinical Study (2012): Antimicrobial Research :: Clinical Research Team. (2012). [Nigella sativa antimicrobial activity against MRSA]. National Library of Medicine Archive. PMID: 23082392.; Khan et al. (2011): Asian Pacific Journal of Tropical Biomedicine :: Khan, M.A., et al. (2011). [Nigella sativa antimicrobial study]. Asian Pacific Journal of Tropical Biomedicine. PMID: 24959491.; Ahmad et al. (2016): Asian Pacific Journal of Tropical Medicine :: Ahmad, A., et al. (2016). [Therapeutic review of Nigella sativa]. Asian Pacific Journal of Tropical Medicine. PMID: 27616940.; Tavakkoli et al. (2015): Journal of Pharmacopuncture :: Tavakkoli, A., et al. (2015). [Pharmacological review of Nigella sativa]. Journal of Pharmacopuncture, 18(3), 1-8. PMID: 25186720.; Ibn Sina: The Canon of Medicine (1025 CE) :: Ibn Sina (Avicenna). (1025 CE). Al-Qanun fi al-Tibb (The Canon of Medicine). Classic Islamic medical text documenting therapeutic uses of black seed."
"CB-000064","Jericho Has Been Continuously Inhabited Since 9,000 BCE. The Archaeological Record of Palestinian Civilization Is Not Disputed.","global_south","published","No","2026-03-26","1511","0","","The peer-reviewed archaeological record places continuous human civilization in Palestine at 9,000 BCE. Carbon-14 dating, cuneiform tablets, Egyptian stelae, Byzantine mosaics, and Ottoman land registries confirm it. This is what the primary sources say and what they do not say.","UNESCO World Heritage: Tell es-Sultan/Ancient Jericho (2023) :: UNESCO World Heritage Committee. (2023). Tell es-Sultan/Ancient Jericho. United Nations Educational, Scientific and Cultural Organization, Paris, France. Inscription decision citing archaeological record extending to the 10th millennium BCE.; UNESCO World Heritage: Church of the Nativity, Bethlehem (2012) :: UNESCO World Heritage Committee. (2012). Birthplace of Jesus: Church of the Nativity and the Pilgrimage Route, Bethlehem. United Nations Educational, Scientific and Cultural Organization, Paris, France.; UNESCO World Heritage: Cultural Landscape, Battir (2014) :: UNESCO World Heritage Committee. (2014). Palestine: Land of Olives and Vines – Cultural Landscape of Southern Jerusalem, Battir. United Nations Educational, Scientific and Cultural Organization, Paris, France.; UNESCO Intangible Cultural Heritage: Palestinian Embroidery, Tatriz (2021) :: UNESCO. (2021). Palestinian Embroidery, Tatriz. Representative List of the Intangible Cultural Heritage of Humanity. United Nations Educational, Scientific and Cultural Organization, Paris, France.; Kenyon, Kathleen M.: Tell es-Sultan Excavation Reports (1952-1958) :: Kenyon, K. M. (1957). Digging Up Jericho. Ernest Benn Limited, London, United Kingdom. British School of Archaeology in Jerusalem field excavation reports, Tell es-Sultan, 1952-1958.; Merenptah Stele (1208 BCE): Egyptian Museum, Cairo :: Egyptian Museum, Cairo. (1208 BCE). Merenptah Stele (Victory Stele of Merneptah). Cairo, Egypt. Earliest known extrabiblical written reference to the Levantine territory by a foreign state power.; Amarna Letters (14th century BCE): British Museum; Vorderasiatisches Museum, Berlin :: British Museum; Vorderasiatisches Museum, Berlin; Egyptian Museum, Cairo. (c. 1360-1332 BCE). Amarna Letters (EA Tablets). Diplomatic correspondence from Canaanite city-state administrators in Akkadian cuneiform script.; Al-Muqaddasi: Ahsan al-Taqasim fi Marifat al-Aqalim (985 CE) :: Al-Muqaddasi, M. A. (985 CE). Ahsan al-Taqasim fi Marifat al-Aqalim (The Best Divisions for Knowledge of the Regions). Author born Jerusalem, c. 945 CE. Primary geographic record of Palestinian urban centers including Jerusalem, Gaza, and Ramla.; British Mandatory Authorities: Village Statistics (1945) :: Government of Palestine, British Mandatory Administration. (1945). Village Statistics 1945: A Classification of Land and Area Ownership in Palestine. British Mandatory Administration, Jerusalem, Palestine. Documents 1,350 Palestinian villages.; Herodotus: Histories (c. 440 BCE) :: Herodotus. (c. 440 BCE). The Histories (Historiai). Estimated composition 450-420 BCE. Book 3.91. Earliest known written use of the term Palaistine in the Greek historical record.; Journal of Palestine Studies: University of California Press (1971-present) :: University of California Press. (1971-present). Journal of Palestine Studies. Berkeley, California. Peer-reviewed academic journal covering archaeology, history, and documentation of the Palestinian record."
"CB-000065","Herodotus Recorded 'Dark-Skinned and Woolly-Haired.' The Primary Source Record of Kemet as Black African Civilization and the Seat of Human Knowledge.","global_south","published","No","2026-03-26","2018","0","","The Greek historian Herodotus traveled to Kemet in the 5th century BCE and recorded what he saw: a dark-skinned, woolly-haired people who had already given the world mathematics, medicine, astronomy, engineering, and the solar calendar. He wrote it in the same text Western academia calls the founding document of the discipline of history. This is what the primary sources say.","Herodotus: Histories, Book 2 (c. 440 BCE) :: Herodotus. (c. 440 BCE). The Histories, Historiai, Book 2 (Euterpe). Estimated composition 450-420 BCE. Eyewitness account of Kemet including testimony on the physical appearance of ancient Egyptians and Greek acknowledgment of Egyptian origins of mathematics, astronomy, and the solar calendar.; Diodorus Siculus: Bibliotheca Historica (c. 60-30 BCE) :: Diodorus Siculus. (c. 60-30 BCE). Bibliotheca Historica, Library of History. 40 volumes. Records Greek acknowledgment of Egyptian origins of astronomy, mathematics, medicine, and writing, and documents named Greek scholars who studied in Egypt.; Rhind Mathematical Papyrus (c. 1550 BCE): British Museum :: British Museum. (c. 1550 BCE). Rhind Mathematical Papyrus, also designated British Museum Papyrus 10057 and 10058. Thebes, Egypt. 84 mathematical problems including algebra, fractions, and geometric calculations. Copied by scribe Ahmose from an older document.; Moscow Mathematical Papyrus (c. 1850 BCE): Pushkin State Museum of Fine Arts :: Pushkin State Museum of Fine Arts, Moscow. (c. 1850 BCE). Moscow Mathematical Papyrus. 25 mathematical problems including the formula for the volume of a frustum and problems structurally equivalent to the Pythagorean theorem.; Edwin Smith Papyrus (c. 1600 BCE): New York Academy of Medicine :: New York Academy of Medicine. (c. 1600 BCE). Edwin Smith Papyrus. 48 surgical case studies. First written use of the word brain in any document. Documents meningeal blood vessels, spinal cord injury, and a three-tier clinical outcome classification system.; Ebers Papyrus (c. 1550 BCE): University of Leipzig :: University of Leipzig. (c. 1550 BCE). Ebers Papyrus. 700 medical prescriptions and formulas. Documents the heart as the center of the blood supply and describes blood vessels extending throughout the body. Predates William Harvey's account of circulation by over 3,000 years.; Kahun Gynecological Papyrus (c. 1825 BCE): University College London :: Petrie Museum of Egyptian Archaeology, University College London. (c. 1825 BCE). Kahun Gynecological Papyrus. Oldest known document dedicated to women's reproductive medicine. Records pregnancy testing, contraception, and gynecological conditions.; Hatshepsut Temple Relief: Expedition to Punt, Deir el-Bahari (c. 1490 BCE) :: Egyptian Museum, Cairo. (c. 1490 BCE). Deir el-Bahari Temple Relief, Funerary Temple of Hatshepsut. Documents the royal trade expedition to the land of Punt, recording maritime trade of frankincense, ebony, gold, and live animals approximately 3,500 years ago.; Iamblichus: Life of Pythagoras (c. 300 CE) :: Iamblichus. (c. 300 CE). De Vita Pythagorica, Life of Pythagoras. Records that Pythagoras studied for 22 years in Egyptian temples before returning to the Greek world. Documents Egypt as the source of his mathematical and astronomical knowledge.; UNESCO Cairo Symposium: The Peopling of Ancient Egypt (1974) :: UNESCO. (1974). The Peopling of Ancient Egypt and the Deciphering of the Meroitic Script. Proceedings of the Cairo Symposium, 28 January-3 February 1974. Includes presentation by Cheikh Anta Diop on melanin dosage tests on ancient Egyptian mummies and linguistic analysis of ancient Egyptian connections to Sub-Saharan African language families.; UNESCO General History of Africa, Volume 2 (Ki-Zerbo, ed.) :: Ki-Zerbo, J. (Ed.). (1981). UNESCO General History of Africa, Volume 2: Ancient Civilizations of Africa. United Nations Educational, Scientific and Cultural Organization, Paris, France. Addresses the African origins and character of Egyptian civilization.; Journal of Egyptian Archaeology: Egypt Exploration Society (1914-present) :: Egypt Exploration Society. (1914-present). Journal of Egyptian Archaeology. London, United Kingdom. Peer-reviewed archaeological journal containing the primary scholarly literature on ancient Egyptian civilization, papyri, dynastic records, and excavation findings."
"CB-000066","Hijacking Voice: The Documented Legality of Gerrymandering and What the Supreme Court Said Could Not Be Fixed.","us_constitution","published","No","2026-03-26","1861","0","","Chief Justice John Roberts wrote in 2019 that political gerrymandering produces results that are 'unjust by any measure.' He then ruled that federal courts have no authority to fix it. The Fourteenth and Fifteenth Amendments exist. The Voting Rights Act exists. This is the primary source record of how minority political voice is legally diminished and what the courts said about it.","Rucho v. Common Cause, 588 U.S. 684 (2019) :: Supreme Court of the United States. (2019). Rucho v. Common Cause, 588 U.S. 684. Majority opinion by Chief Justice Roberts acknowledging partisan gerrymandering produces results unjust by any measure and holding federal courts lack jurisdiction to adjudicate partisan gerrymandering claims. Kagan dissent documenting predicted consequences.; Shelby County v. Holder, 570 U.S. 529 (2013) :: Supreme Court of the United States. (2013). Shelby County v. Holder, 570 U.S. 529. 5-4 decision striking down the Section 5 preclearance coverage formula of the Voting Rights Act of 1965. Majority opinion by Chief Justice Roberts.; Thornburg v. Gingles, 478 U.S. 30 (1986) :: Supreme Court of the United States. (1986). Thornburg v. Gingles, 478 U.S. 30. Unanimous decision establishing the three-precondition legal framework for Section 2 Voting Rights Act minority vote dilution claims.; Allen v. Milligan, 599 U.S. 1 (2023) :: Supreme Court of the United States. (2023). Allen v. Milligan, 599 U.S. 1. 5-4 decision holding that Alabama's congressional district map violated Section 2 of the Voting Rights Act by failing to create a second majority-minority district.; Gill v. Whitford, 585 U.S. 48 (2018) :: Supreme Court of the United States. (2018). Gill v. Whitford, 585 U.S. 48. Decision remanding Wisconsin partisan gerrymandering challenge on standing grounds without reaching constitutional merits of efficiency gap standard.; North Carolina v. League of Women Voters: Fourth Circuit Opinion (2016) :: United States Court of Appeals, Fourth Circuit. (2016). North Carolina State Conference of the NAACP v. McCrory. Finding that North Carolina's 2013 omnibus voting law targeted Black voters with almost surgical precision. Published opinion citing state's own legislative record.; U.S. Constitution: Fourteenth Amendment (1868) and Fifteenth Amendment (1870) :: United States Congress. (1868, 1870). Fourteenth Amendment: Equal Protection Clause. Fifteenth Amendment: Prohibition on denial of voting rights on account of race. United States Constitution.; Voting Rights Act of 1965: Section 2 and Section 5 :: United States Congress. (1965). Voting Rights Act of 1965, Pub. L. No. 89-110, 79 Stat. 437. Section 2 prohibition on voting standards resulting in racial discrimination. Section 5 preclearance requirement for covered jurisdictions.; Princeton Gerrymandering Project: Efficiency Gap Analysis (2010-2022) :: Chen, J., and Stephanopoulos, N. (2013-2022). Princeton Gerrymandering Project. Efficiency gap methodology and applied analyses of congressional and state legislative maps. Peer-reviewed mathematical framework for quantifying partisan bias in redistricting.; Brennan Center for Justice: Gerrymandering and Minority Representation Research :: Brennan Center for Justice, New York University School of Law. (2017-2023). Research publications on partisan gerrymandering, minority vote dilution, and redistricting reform. New York, New York.; Declaration of Independence (1776) :: Second Continental Congress. (1776). The unanimous Declaration of the thirteen united States of America. Philadelphia, Pennsylvania. Primary founding document asserting that all men are created equal."
"CB-000068","The Treasure Reveals the Heart: ClownBinge's Four-Year Analysis of Congressional Appropriation Funding","war_and_inhumanity","published","No","2026-03-26","1998","0","congress, foreign aid, appropriations, ukraine, palestine, yemen, syria, sudan, humanitarian, geopolitics","Congressional appropriations data reveals the documented allocation decisions across multiple conflict zones from FY 2021–2024.","Congressional Budget Office: Federal Spending on Military Assistance to Ukraine, March 2024 :: Congressional Budget Office. (2024, March). Federal Spending on Military Assistance to Ukraine. U.S. Congress.; State Department: Defense Security Cooperation Agency Military Aid Records :: U.S. State Department, Defense Security Cooperation Agency. (2024). Military Assistance Historical Database.; USAID: Foreign Aid Explorer Database :: U.S. Agency for International Development. (2024). Foreign Aid Explorer: Search U.S. Foreign Aid by Country, Region, and Year.; Senate.gov: Roll Call Votes 133, 166, 189 :: U.S. Senate. (2024). Official Senate Vote Tallies. Senate.gov.; House Clerk: Roll Call Vote 134 :: U.S. House of Representatives Clerk. (2024). Official House Vote Records. House.gov.; UNHCR: Global Trends Forced Displacement in 2023 :: United Nations High Commissioner for Refugees. (2024, June). Global Trends: Forced Displacement in 2023. UNHCR.; UN OCHA: Sudan Humanitarian Crisis Situation Report :: United Nations Office for the Coordination of Humanitarian Affairs. (2024, March). Sudan Humanitarian Crisis Situation Report."
"CB-000070","White Women Were the Primary Beneficiaries of Affirmative Action. Not Black People. The Federal Record Confirms It.","disarming_hate","published","No","2026-03-27","1711","0","affirmative-action, white-women, eeoc, ofccp, glass-ceiling, federal-record, employment-data, labor-data, us-history, civil-rights, executive-order, glass-ceiling-commission","The Department of Labor documented it. The Glass Ceiling Commission documented it. Peer-reviewed economics documented it. The EEOC data confirms it. The group that gained most from affirmative action was the group most absent from the political argument about it.","Executive Order 10925 :: Kennedy, J.F. (1961, March 6). Executive Order 10925: Establishment of the Presidents Committee on Equal Employment Opportunity. Federal Register. National Archives and Records Administration.; Executive Order 11246 :: Johnson, L.B. (1965, September 24). Executive Order 11246: Equal Employment Opportunity. U.S. Department of Labor, Office of Federal Contract Compliance Programs.; Executive Order 11375 :: Johnson, L.B. (1967, October 13). Executive Order 11375: Amending Executive Order 11246 Relating to Equal Employment Opportunity. U.S. Department of Labor, Office of Federal Contract Compliance Programs.; Federal Glass Ceiling Commission Final Report :: U.S. Department of Labor. (1995). Good for Business: Making Full Use of the Nations Human Capital. Federal Glass Ceiling Commission, Washington, D.C.; Bureau of Labor Statistics Current Population Survey :: U.S. Bureau of Labor Statistics. (2023). Current Population Survey, Table 11: Employed persons by detailed occupation, sex, race, and Hispanic or Latino ethnicity. U.S. Department of Labor.; EEOC EEO-1 Data Collection :: U.S. Equal Employment Opportunity Commission. (2023). EEO-1 Component 1 Data Collection. Washington, D.C.; Leonard, J.S. (1984) :: Leonard, J.S. (1984). Employment and Earnings Advances of Blacks Between 1966 and 1974. Journal of Human Resources, 19(1), 122-135.; Bergmann, B.R. (1996) :: Bergmann, B.R. (1996). In Defense of Affirmative Action. Basic Books, New York.; NCES Enrollment Data :: National Center for Education Statistics. (2022). Table 303.10: Total fall enrollment in degree-granting postsecondary institutions. Digest of Education Statistics. U.S. Department of Education.; Grutter v. Bollinger :: Grutter v. Bollinger, 539 U.S. 306 (2003). Supreme Court of the United States.; SFFA v. Harvard :: Students for Fair Admissions, Inc. v. President and Fellows of Harvard College, 600 U.S. 181 (2023). Supreme Court of the United States.; Civil Rights Act of 1991 :: Civil Rights Act of 1991, Pub. L. 102-166, 105 Stat. 1071 (1991). U.S. Government Publishing Office."
"CB-000071","The America They Don't Teach in the Same Chapter: A Documented Record of Americans Who Chose Each Other Across Racial Lines When It Cost Something.","disarming_hate","published","Yes","2026-03-27","1731","0","cross-racial-solidarity, fred-hampton, rainbow-coalition, viola-liuzzo, thomas-garrett, levi-coffin, tuskegee-airmen, scottsboro-boys, ruby-bates, underground-railroad, stuart-hall, american-history, civil-rights, interracial-solidarity","Fred Hampton organized poor white Appalachians and the Black Panthers into the same coalition. Viola Liuzzo drove to Alabama. Thomas Garrett lost everything in a Delaware courthouse and kept going. Ruby Bates recanted in front of an all-white Alabama jury. The Tuskegee Airmen protected white crews who specifically asked for them. The primary source record of Americans choosing each other across racial lines has always been public. Stuart Hall said it was the most important part of the story. He was right.","FBI COINTELPRO Files :: Federal Bureau of Investigation. (1956-1971). COINTELPRO Records (Released under Freedom of Information Act). FBI Vault, Washington, D.C.; Chicago History Museum: Fred Hampton :: Chicago History Museum. (n.d.). Fred Hampton and the Illinois Black Panther Party. Chicago, Illinois.; FBI Viola Liuzzo Case File :: Federal Bureau of Investigation. (1965). Viola Liuzzo Murder Investigation Case File (Released under FOIA). FBI Vault, Washington, D.C.; Levi Coffin Memoir :: Coffin, L. (1876). Reminiscences of Levi Coffin: The Reputed President of the Underground Railroad. Western Friend Association, Cincinnati, Ohio. Library of Congress, Washington, D.C.; National Park Service: Underground Railroad :: National Park Service. (n.d.). Levi Coffin and the Underground Railroad. U.S. Department of the Interior, Washington, D.C.; 332nd Fighter Group Records :: U.S. Army Air Forces. (1944-1945). 332nd Fighter Group Mission Reports. Air Force Historical Research Agency, Maxwell AFB, Alabama. Record Group 18, National Archives and Records Administration.; National Museum of African American History and Culture :: Smithsonian Institution. (n.d.). Legacy of the Tuskegee Airmen. National Museum of African American History and Culture, Washington, D.C.; National Archives: Scottsboro Boys :: National Archives and Records Administration. (n.d.). Scottsboro Boys Case Records. College Park, Maryland.; Powell v. Alabama :: Powell v. Alabama, 287 U.S. 45 (1932). Supreme Court of the United States.; Norris v. Alabama :: Norris v. Alabama, 294 U.S. 587 (1935). Supreme Court of the United States.; Hall, S. (2017) :: Hall, S. (2017). The Fateful Triangle: Race, Ethnicity, Nation. Harvard University Press, Cambridge, Massachusetts."
